EE #,Job Title,Current Employment Status,Project Code,Original Hire Date,Last Hire Date,LOS in Days,Termination Date,Reason Code,Left,Fired
322629,Laborer Renewables,T,55103,06/11/2024,06/11/2024,16,06/27/2024,Lack of Work,0,0
322631,Laborer Renewables,T,55097,06/11/2024,06/11/2024,66,08/16/2024,No Call-No Show,0,1
322634,Operator Renewables,A,55086,06/10/2024,06/10/2024,262,,,0,0
322645,Laborer Renewables,T,55103,06/12/2024,06/12/2024,37,07/19/2024,Lack of Work,0,0
322646,Laborer Renewables,T,55103,06/11/2024,06/11/2024,38,07/19/2024,Lack of Work,0,0
322649,Laborer Renewables,T,55109,06/12/2024,06/12/2024,180,12/09/2024,Lack of Work,0,0
322675,Laborer Renewables,T,55105,06/11/2024,06/11/2024,25,07/06/2024,Other Job,1,0
322685,Laborer App Renewables,T,55117,06/11/2024,06/11/2024,61,08/11/2024,Lack of Work,0,0
322700,Laborer Renewables,T,55109,06/11/2024,06/11/2024,167,11/25/2024,Lack of Work,0,0
322719,Laborer App Renewables,A,55123,06/11/2024,06/11/2024,261,,,0,0
322730,Laborer Renewables,T,55109,06/12/2024,06/12/2024,166,11/25/2024,Lack of Work,0,0
322739,Laborer Renewables,T,55105,06/12/2024,06/12/2024,254,02/21/2025,Lack of Work,0,0
322746,Laborer Renewables,A,55091,06/11/2024,06/11/2024,261,,,0,0
322761,Laborer Renewables,A,55143,06/11/2024,06/11/2024,261,,,0,0
322762,Operator Renewables,T,55123,06/11/2024,06/11/2024,161,11/19/2024,Resignation,1,0
322763,Truck Driver Renewables,A,55143,06/18/2024,01/29/2025,29,,,0,0
322790,Operator Renewables,A,55123,06/11/2024,06/11/2024,261,,,0,0
322798,Operator Renewables,A,55091,06/12/2024,06/12/2024,260,,,0,0
322805,Laborer Renewables,A,55100,06/11/2024,06/11/2024,261,,,0,0
322836,Gen Foreman Renewables,A,55311,06/24/2024,06/24/2024,248,,,0,0
317379,Laborer Renewables,T,55105,02/06/2024,02/06/2024,245,10/08/2024,Policy Viol-Drug/Alcohol,0,1
317405,Laborer Renewables,T,55100,01/30/2024,06/04/2024,164,11/15/2024,Lack of Work,0,0
317414,Laborer Renewables,T,55105,01/31/2024,01/31/2024,317,12/13/2024,No Call-No Show,0,1
317451,Operator Renewables,A,55087,01/31/2024,01/31/2024,393,,,0,0
317475,Laborer Renewables,T,55105,03/12/2024,03/12/2024,120,07/10/2024,Excessive Absenteeism,0,1
317478,Electrician Renewables,T,55302,01/30/2024,01/30/2024,52,03/22/2024,Lack of Work,0,0
317483,Foreman Renewables,T,55117,01/30/2024,06/04/2024,201,12/22/2024,Lack of Work,0,0
317485,Electrician Renewables,T,55117,01/30/2024,04/04/2024,103,07/16/2024,Lack of Work,0,0
317488,Electrician Renewables,T,55302,01/30/2024,01/30/2024,3,02/02/2024,Resignation,1,0
317508,Electrician Renewables,T,55302,01/30/2024,01/30/2024,52,03/22/2024,Lack of Work,0,0
317534,Laborer Renewables,T,55089,02/07/2024,02/07/2024,66,04/13/2024,Lack of Work,0,0
317541,Foreman Renewables,T,55301,02/01/2024,03/12/2024,119,07/09/2024,Lack of Work,0,0
317577,Laborer Renewables,A,55086,02/06/2024,02/06/2024,387,,,0,0
317579,Laborer Renewables,T,55089,02/06/2024,02/06/2024,101,05/17/2024,Resignation,1,0
317581,Operator Renewables,T,55100,02/07/2024,02/07/2024,290,11/23/2024,Lack of Work,0,0
317585,Laborer Renewables,T,55094,02/06/2024,02/06/2024,284,11/16/2024,Lack of Work,0,0
317589,Laborer Renewables,T,55089,02/06/2024,02/06/2024,16,02/22/2024,No Call-No Show,0,1
317590,Operator Renewables,T,55089,02/07/2024,02/07/2024,86,05/03/2024,Resignation,1,0
317593,Laborer Renewables,T,55109,02/08/2024,02/08/2024,291,11/25/2024,Lack of Work,0,0
317598,Laborer Renewables,A,55101,02/07/2024,02/07/2024,386,,,0,0
317602,Compliance Supervisor,A,,02/19/2024,02/19/2024,374,,,0,0
317610,Laborer Renewables,T,55089,02/07/2024,02/07/2024,15,02/22/2024,No Call-No Show,0,1
317614,Laborer Renewables,T,55089,02/07/2024,02/07/2024,68,04/15/2024,Lack of Work,0,0
317617,Laborer Renewables,T,55105,02/13/2024,02/13/2024,340,01/18/2025,Lack of Work,0,0
317630,Laborer Renewables,A,55086,02/06/2024,02/06/2024,387,,,0,0
317632,Laborer Renewables,T,55105,02/13/2024,02/13/2024,263,11/02/2024,No Call-No Show,0,1
317649,Laborer Renewables,T,55089,02/07/2024,02/07/2024,11,02/18/2024,Performance,0,1
324245,Electrician Renewables,T,55117,07/11/2024,01/08/2025,16,01/24/2025,Lack of Work,0,0
324248,Foreman Renewables,T,55117,07/11/2024,07/11/2024,197,01/24/2025,Lack of Work,0,0
324279,Laborer Renewables,A,55105,07/16/2024,07/16/2024,226,,,0,0
324285,Laborer Renewables,T,55723,07/16/2024,07/16/2024,108,11/01/2024,Lack of Work,0,0
324290,Laborer Renewables,T,55105,07/16/2024,07/16/2024,197,01/29/2025,Resignation,1,0
324291,Operator Renewables,T,55105,07/16/2024,07/16/2024,44,08/29/2024,Resignation,1,0
324293,Laborer Renewables,T,55105,07/16/2024,07/16/2024,18,08/03/2024,Resignation,1,0
324299,Laborer Renewables,T,55105,07/16/2024,07/16/2024,68,09/22/2024,Policy Viol-Safety,0,1
324314,Laborer Renewables,T,55100,07/23/2024,07/23/2024,83,10/14/2024,Resignation,1,0
324315,Laborer Renewables,T,55100,07/23/2024,07/23/2024,121,11/21/2024,Lack of Work,0,0
324317,Laborer Renewables,T,55105,07/16/2024,07/16/2024,59,09/13/2024,Resignation,1,0
324328,Laborer Renewables,T,55117,07/23/2024,07/23/2024,100,10/31/2024,Lack of Work,0,0
324352,Laborer Renewables,A,55105,07/16/2024,07/16/2024,226,,,0,0
324359,Laborer Renewables,A,55105,07/16/2024,07/16/2024,226,,,0,0
324361,Operator App Renewables,A,55138,07/23/2024,02/05/2025,22,,,0,0
324363,Operator Renewables,T,55109,07/16/2024,07/16/2024,133,11/26/2024,Lack of Work,0,0
324376,Laborer Renewables,T,55100,07/10/2024,07/10/2024,130,11/17/2024,Lack of Work,0,0
324377,Laborer Renewables,A,55105,07/16/2024,07/16/2024,226,,,0,0
324381,Laborer Renewables,T,55109,07/18/2024,07/18/2024,130,11/25/2024,Lack of Work,0,0
324396,Operator Renewables,T,55087,07/24/2024,07/24/2024,16,08/09/2024,No Call-No Show,0,1
324410,Laborer Renewables,T,55105,07/18/2024,07/18/2024,184,01/18/2025,Lack of Work,0,0
324411,Laborer Renewables,T,55109,07/17/2024,07/17/2024,133,11/27/2024,Lack of Work,0,0
324416,Laborer Renewables,T,55100,07/18/2024,07/18/2024,74,09/30/2024,Personal/Family,1,0
324426,Laborer Renewables,T,55117,07/23/2024,07/23/2024,3,07/26/2024,Personal/Family,1,0
324449,Laborer Renewables,T,55109,07/23/2024,07/23/2024,125,11/25/2024,Lack of Work,0,0
324469,Operator Renewables,A,55138,07/23/2024,07/23/2024,219,,,0,0
324510,Operator Renewables,T,55094,07/23/2024,07/23/2024,29,08/21/2024,No Call-No Show,0,1
323754,Admin Specialist,A,55105,06/28/2024,06/28/2024,244,,,0,0
323759,Laborer Renewables,T,55723,07/09/2024,07/09/2024,115,11/01/2024,Lack of Work,0,0
323786,Laborer App Renewables,A,55138,07/01/2024,02/03/2025,24,,,0,0
323787,Electrician App Renewable,T,55117,07/03/2024,07/03/2024,158,12/08/2024,Lack of Work,0,0
323801,Electrician Renewables,T,55096,07/01/2024,07/01/2024,52,08/22/2024,Lack of Work,0,0
323819,Laborer Renewables,T,55097,07/02/2024,07/02/2024,49,08/20/2024,Performance,0,1
323823,Helper Renewables,T,55100,07/01/2024,07/01/2024,139,11/17/2024,Lack of Work,0,0
323835,Helper Renewables,A,55091,07/23/2024,02/10/2025,17,,,0,0
323849,Laborer Renewables,T,55100,07/01/2024,07/01/2024,140,11/18/2024,Lack of Work,0,0
323868,Laborer Renewables,T,55105,07/01/2024,07/01/2024,212,01/29/2025,Lack of Work,0,0
323882,Gen Foreman Renewables 2,A,55123,07/15/2024,07/15/2024,227,,,0,0
323885,Laborer Renewables,T,55100,07/02/2024,07/02/2024,134,11/13/2024,Lack of Work,0,0
323893,Laborer Renewables,T,55101,07/03/2024,07/03/2024,137,11/17/2024,Lack of Work,0,0
323896,Laborer Renewables,T,55143,07/08/2024,07/08/2024,154,12/09/2024,Lack of Work,0,0
323898,Helper Renewables,A,55123,07/02/2024,07/02/2024,240,,,0,0
323902,Laborer Renewables,T,55096,07/03/2024,07/03/2024,24,07/27/2024,Personal/Family,1,0
323906,Operator Renewables,T,55100,07/02/2024,07/02/2024,70,09/10/2024,Lack of Work,0,0
323907,Laborer Renewables,T,55105,07/02/2024,07/02/2024,0,07/02/2024,No Call-No Show,0,1
323911,Laborer Renewables,T,55105,07/02/2024,07/02/2024,115,10/25/2024,No Call-No Show,0,1
323917,Laborer Renewables,T,55100,07/02/2024,07/02/2024,89,09/29/2024,Personal/Family,1,0
323925,Laborer Renewables,A,55105,07/02/2024,07/02/2024,240,,,0,0
323931,Operator Renewables,A,55143,07/10/2024,01/08/2025,50,,,0,0
323954,Helper Renewables,T,55123,07/03/2024,01/22/2025,16,02/07/2025,Personal/Family,1,0
323956,Laborer App Renewables,T,55117,07/09/2024,07/09/2024,123,11/09/2024,Lack of Work,0,0
323960,Laborer App Renewables,T,55117,07/09/2024,07/09/2024,123,11/09/2024,Lack of Work,0,0
323962,Laborer Renewables,T,55094,07/16/2024,07/16/2024,133,11/26/2024,Lack of Work,0,0
322840,Laborer Renewables,A,55105,06/12/2024,06/12/2024,260,,,0,0
322841,Laborer Renewables,T,55105,06/12/2024,06/12/2024,207,01/05/2025,Lack of Work,0,0
322862,Laborer Renewables,T,55109,06/12/2024,06/12/2024,166,11/25/2024,Lack of Work,0,0
322865,Laborer Renewables,T,55100,06/12/2024,09/26/2024,52,11/17/2024,Lack of Work,0,0
322876,Operator Renewables,T,55143,06/12/2024,06/12/2024,180,12/09/2024,Lack of Work,0,0
322903,Laborer Renewables,T,55100,06/19/2024,06/19/2024,34,07/23/2024,,0,0
322929,Laborer Renewables,T,55103,06/12/2024,06/12/2024,12,06/24/2024,Resignation,1,0
322931,Operator Renewables,A,55086,06/19/2024,06/19/2024,253,,,0,0
322934,Laborer Renewables,T,55100,06/18/2024,06/18/2024,137,11/02/2024,Lack of Work,0,0
322993,Electrician Renewables,T,55117,06/11/2024,06/11/2024,188,12/16/2024,Lack of Work,0,0
322994,Electrician Renewables,T,55117,06/13/2024,06/13/2024,99,09/20/2024,Lack of Work,0,0
322997,Foreman Renewables,T,55117,06/13/2024,06/13/2024,106,09/27/2024,Performance,0,1
323004,Intern,A,,06/24/2024,06/24/2024,248,,,0,0
323026,Laborer Renewables,T,55109,06/18/2024,06/18/2024,160,11/25/2024,Lack of Work,0,0
323027,Laborer Renewables,T,55101,06/18/2024,06/18/2024,150,11/15/2024,Lack of Work,0,0
323030,Laborer Renewables,T,55109,06/18/2024,06/18/2024,160,11/25/2024,Lack of Work,0,0
323034,Laborer Renewables,T,55143,06/18/2024,06/18/2024,174,12/09/2024,Lack of Work,0,0
323038,Laborer Renewables,T,55096,06/18/2024,06/18/2024,6,06/24/2024,Lack of Work,0,0
323039,Laborer Renewables,T,55109,06/18/2024,06/18/2024,160,11/25/2024,Lack of Work,0,0
323053,Laborer Renewables,A,55091,06/18/2024,06/18/2024,254,,,0,0
323057,Laborer Renewables,T,55091,06/18/2024,06/18/2024,15,07/03/2024,Performance,0,1
323058,Laborer Renewables,A,55086,06/17/2024,06/17/2024,255,,,0,0
323061,Laborer Renewables,T,55109,06/18/2024,06/18/2024,160,11/25/2024,Lack of Work,0,0
323062,Laborer Renewables,A,55091,06/18/2024,06/18/2024,254,,,0,0
323067,HSE Site Technician,T,55117,06/20/2024,06/20/2024,22,07/12/2024,Other Job,1,0
323072,Laborer App Renewables,T,55117,06/13/2024,06/13/2024,73,08/25/2024,Lack of Work,0,0
323094,Laborer Renewables,T,55117,06/18/2024,06/18/2024,184,12/19/2024,Lack of Work,0,0
317650,Laborer Renewables,T,55089,02/07/2024,02/07/2024,85,05/02/2024,Lack of Work,0,0
317652,Gen Foreman Renewables,T,55091,02/19/2024,02/19/2024,353,02/06/2025,Lack of Work,0,0
317653,Laborer Renewables,T,55089,02/07/2024,02/07/2024,28,03/06/2024,Resignation,1,0
317691,Operator Renewables,T,55109,02/07/2024,02/07/2024,229,09/23/2024,No Call-No Show,0,1
317703,Laborer Renewables,T,55103,02/08/2024,02/08/2024,143,06/30/2024,Policy Viol-Other,0,0
317708,Laborer Renewables,T,55094,02/12/2024,02/12/2024,81,05/03/2024,Lack of Work,0,0
317709,Contracts Specialist,A,55126,02/20/2024,02/20/2024,373,,,0,0
317712,Laborer Renewables,T,55094,02/12/2024,02/12/2024,195,08/25/2024,Resignation,1,0
317725,Laborer Renewables,T,55089,02/08/2024,02/08/2024,129,06/16/2024,Lack of Work,0,0
317728,Laborer Renewables,T,55143,02/08/2024,02/08/2024,305,12/09/2024,Lack of Work,0,0
317739,Foreman Renewables,T,55302,02/05/2024,02/05/2024,46,03/22/2024,Lack of Work,0,0
317743,Helper Renewables,T,55302,02/05/2024,02/05/2024,46,03/22/2024,Lack of Work,0,0
317756,Operator Renewables,T,55120,02/13/2024,02/13/2024,311,12/20/2024,Lack of Work,0,0
317761,Laborer Renewables,T,55087,02/13/2024,02/13/2024,347,01/25/2025,Lack of Work,0,0
317776,Laborer Renewables,T,55103,02/13/2024,02/13/2024,86,05/09/2024,No Call-No Show,0,1
317778,Operator Renewables,T,55123,02/13/2024,02/13/2024,272,11/11/2024,Policy Viol-Safety,0,1
317782,Operator Renewables,T,55089,02/15/2024,02/15/2024,32,03/18/2024,Other Job,1,0
317784,Laborer Renewables,T,55107,02/15/2024,02/15/2024,49,04/04/2024,No Call-No Show,0,1
317786,Laborer Renewables,T,55107,02/13/2024,02/13/2024,83,05/06/2024,Resignation,1,0
317792,Logistics Coordinator,T,55091,04/01/2024,04/01/2024,291,01/17/2025,Performance,0,1
317799,Laborer Renewables,T,55105,02/20/2024,02/20/2024,162,07/31/2024,No Call-No Show,0,1
317809,Laborer Renewables,T,55109,02/14/2024,02/14/2024,299,12/09/2024,Lack of Work,0,0
317812,Laborer Renewables,T,55107,02/13/2024,02/13/2024,74,04/27/2024,Personal/Family,1,0
317822,Laborer Renewables,A,55105,02/14/2024,02/14/2024,379,,,0,0
317826,Laborer Renewables,T,55308,02/14/2024,02/14/2024,171,08/03/2024,Lack of Work,0,0
317830,Laborer Renewables,T,55308,02/13/2024,02/13/2024,159,07/21/2024,Lack of Work,0,0
324518,Helper Renewables,T,55096,07/22/2024,07/22/2024,94,10/24/2024,Lack of Work,0,0
324524,Operator Renewables,T,55091,07/25/2024,07/25/2024,134,12/06/2024,Lack of Work,0,0
324527,Laborer Renewables,T,55109,07/23/2024,07/23/2024,125,11/25/2024,Lack of Work,0,0
324548,Laborer Renewables,T,55097,07/25/2024,07/25/2024,29,08/23/2024,Other Job,1,0
324550,Laborer Renewables,T,55097,07/23/2024,07/23/2024,80,10/11/2024,Personal/Family,1,0
324559,Laborer Renewables,T,55117,07/23/2024,07/23/2024,55,09/16/2024,Resignation,1,0
324562,Operator Renewables,T,55109,07/23/2024,07/23/2024,34,08/26/2024,Resignation,1,0
324563,Senior Project Manager,A,,07/29/2024,07/29/2024,213,,,0,0
324594,Laborer Renewables,T,55117,07/23/2024,07/23/2024,117,11/17/2024,Lack of Work,0,0
324597,Laborer Renewables,A,55138,07/24/2024,07/24/2024,218,,,0,0
324641,Laborer Renewables,T,55097,07/23/2024,07/23/2024,108,11/08/2024,Lack of Work,0,0
324647,Laborer Renewables,T,55097,07/23/2024,07/23/2024,29,08/21/2024,Lack of Work,0,0
324650,Laborer Renewables,T,55100,07/23/2024,07/23/2024,8,07/31/2024,Resignation,1,0
324651,Operator Renewables,T,55105,07/30/2024,07/30/2024,94,11/01/2024,No Call-No Show,0,1
324653,Laborer Renewables,T,55100,07/23/2024,07/23/2024,117,11/17/2024,Lack of Work,0,0
324671,Laborer Renewables,T,55117,07/23/2024,07/23/2024,117,11/17/2024,Lack of Work,0,0
324685,Field Engineer,T,55123,07/29/2024,07/29/2024,77,10/14/2024,Other Job,1,0
324692,Laborer Renewables,T,55097,07/30/2024,07/30/2024,16,08/15/2024,Resignation,1,0
324697,Foreman Renewables,A,55091,07/24/2024,07/24/2024,218,,,0,0
324715,Gen Foreman Renewables,T,55101,08/12/2024,08/12/2024,102,11/22/2024,Other Job,1,0
324742,Laborer Renewables,A,55091,07/30/2024,07/30/2024,212,,,0,0
324758,Electrician Renewables,T,55117,07/25/2024,07/25/2024,25,08/19/2024,Policy Viol-Drug/Alcohol,0,1
324779,Laborer Renewables,A,55091,07/30/2024,07/30/2024,212,,,0,0
324786,Laborer Renewables,A,55091,07/30/2024,07/30/2024,212,,,0,0
324789,Laborer Renewables,T,55097,07/30/2024,07/30/2024,22,08/21/2024,Lack of Work,0,0
324795,Laborer Renewables,A,55091,07/30/2024,07/30/2024,212,,,0,0
323967,Laborer App Renewables,T,55117,07/03/2024,07/03/2024,137,11/17/2024,Lack of Work,0,0
323969,Laborer Renewables,T,55100,07/03/2024,09/26/2024,52,11/17/2024,Lack of Work,0,0
323983,Laborer Renewables,T,55101,07/03/2024,07/03/2024,116,10/27/2024,Personal/Family,1,0
323996,Procurement Manager,A,,07/29/2024,07/29/2024,213,,,0,0
324012,Electrical Engineer,A,,07/15/2024,07/15/2024,227,,,0,0
324064,Laborer Renewables,A,55091,07/11/2024,07/11/2024,231,,,0,0
324081,Helper Renewables,T,55311,07/10/2024,07/10/2024,113,10/31/2024,No Call-No Show,0,1
324082,Helper Renewables,A,55311,07/10/2024,07/10/2024,232,,,0,0
324083,Helper Renewables,T,55100,07/10/2024,07/10/2024,130,11/17/2024,Lack of Work,0,0
324109,Laborer Renewables,T,55096,07/10/2024,07/10/2024,23,08/02/2024,Personal/Family,1,0
324110,Laborer Renewables,A,55113,07/10/2024,07/10/2024,232,,,0,0
324150,Laborer Renewables,T,55117,07/11/2024,07/11/2024,8,07/19/2024,Personal/Family,1,0
324161,Helper Renewables,A,55311,07/10/2024,07/10/2024,232,,,0,0
324166,Helper Renewables,A,55311,07/10/2024,07/10/2024,232,,,0,0
324168,Helper Renewables,A,55311,07/10/2024,07/10/2024,232,,,0,0
324172,Laborer Renewables,T,55096,07/10/2024,07/10/2024,17,07/27/2024,Personal/Family,1,0
324179,Laborer App Renewables,T,55117,07/11/2024,07/11/2024,149,12/07/2024,Seasonal Layoff,0,1
324217,Operator Renewables,T,55100,07/10/2024,07/10/2024,63,09/11/2024,Personal/Family,1,0
324222,Logistics Coordinator,A,55138,08/12/2024,08/12/2024,199,,,0,0
324229,Laborer Renewables,T,55100,07/10/2024,07/10/2024,64,09/12/2024,Personal/Family,1,0
324235,Laborer Renewables,T,55100,07/10/2024,07/10/2024,86,10/04/2024,Lack of Work,0,0
324243,Laborer App Renewables,T,55117,07/16/2024,07/16/2024,124,11/17/2024,Lack of Work,0,0
324246,Electrician Renewables,T,55117,07/11/2024,07/11/2024,197,01/24/2025,Lack of Work,0,0
324252,Laborer Renewables,A,55105,07/16/2024,07/16/2024,226,,,0,0
324301,Laborer Renewables,T,55105,07/16/2024,07/16/2024,220,02/21/2025,Lack of Work,0,0
324303,Designer 2,A,,07/29/2024,07/29/2024,213,,,0,0
324306,Helper Renewables,A,55093,07/16/2024,07/16/2024,226,,,0,0
324307,Operator Renewables,T,55105,07/16/2024,07/16/2024,192,01/24/2025,Lack of Work,0,0
323111,Foreman Renewables,A,55313,06/25/2024,06/25/2024,247,,,0,0
323118,Laborer Renewables,A,55105,06/25/2024,06/25/2024,247,,,0,0
323127,Operator Renewables,A,55113,06/18/2024,06/18/2024,254,,,0,0
323133,Quality Site Technician,T,55109,06/20/2024,06/20/2024,170,12/07/2024,Lack of Work,0,0
323146,Laborer Renewables,A,55091,06/18/2024,06/18/2024,254,,,0,0
323149,Laborer Renewables,A,55123,06/25/2024,06/25/2024,247,,,0,0
323158,Laborer Renewables,T,55109,06/19/2024,06/19/2024,159,11/25/2024,Lack of Work,0,0
323165,Gen Foreman Renewables,A,55091,07/09/2024,07/09/2024,233,,,0,0
323166,Laborer Renewables,T,55109,06/18/2024,06/18/2024,160,11/25/2024,Lack of Work,0,0
323168,Laborer Renewables,T,55311,06/18/2024,06/18/2024,187,12/22/2024,Lack of Work,0,0
323175,Laborer Renewables,T,55103,06/19/2024,06/19/2024,8,06/27/2024,Lack of Work,0,0
323180,Laborer Renewables,T,55103,06/19/2024,06/19/2024,8,06/27/2024,Lack of Work,0,0
323181,Laborer Renewables,T,55094,06/18/2024,06/18/2024,151,11/16/2024,Lack of Work,0,0
323183,Laborer Renewables,T,55096,06/18/2024,06/18/2024,129,10/25/2024,Layoff Restructuring,0,1
323184,Laborer Renewables,T,55097,06/19/2024,06/19/2024,0,06/19/2024,No Call-No Show,0,1
323203,Laborer Renewables,T,55103,06/19/2024,06/19/2024,2,06/21/2024,Resignation,1,0
323214,Laborer Renewables,T,55117,06/18/2024,06/18/2024,151,11/16/2024,Lack of Work,0,0
323237,Laborer Renewables,T,55123,06/20/2024,06/20/2024,217,01/23/2025,Lack of Work,0,0
323243,Operator Renewables,T,55123,06/20/2024,06/20/2024,217,01/23/2025,Lack of Work,0,0
323248,Laborer Renewables,T,55100,06/19/2024,06/19/2024,151,11/17/2024,Lack of Work,0,0
323286,Quality Site Technician,A,55091,06/25/2024,06/25/2024,247,,,0,0
323314,Laborer Renewables,T,55723,06/25/2024,06/25/2024,104,10/07/2024,No Call-No Show,0,1
323319,Laborer App Renewables,T,55117,06/20/2024,06/20/2024,151,11/18/2024,Lack of Work,0,0
323340,Helper Renewables,T,55097,06/18/2024,06/18/2024,39,07/27/2024,Performance,0,1
323364,Laborer Renewables,T,55105,06/25/2024,06/25/2024,214,01/25/2025,Lack of Work,0,0
323397,Laborer Renewables,T,55100,06/26/2024,06/26/2024,79,09/13/2024,Personal/Family,1,0
317846,Laborer Renewables,T,55089,02/14/2024,02/14/2024,0,02/14/2024,Resignation,1,0
317856,Laborer Renewables,T,55105,02/14/2024,02/14/2024,373,02/21/2025,Lack of Work,0,0
317874,Laborer Renewables,T,55107,02/15/2024,02/15/2024,120,06/14/2024,Policy Viol-Drug/Alcohol,0,1
317877,Logistics Foreman,A,55113,02/13/2024,02/13/2024,380,,,0,0
317881,HSE Site Technician,T,55109,02/19/2024,02/19/2024,280,11/25/2024,Lack of Work,0,0
317883,Laborer Renewables,T,55308,02/15/2024,02/15/2024,13,02/28/2024,Performance,0,1
317884,Laborer Renewables,T,55109,02/15/2024,02/15/2024,285,11/26/2024,Lack of Work,0,0
317885,Laborer Renewables,T,55089,02/20/2024,02/20/2024,9,02/29/2024,Resignation,1,0
317890,Foreman Renewables,T,55089,02/15/2024,02/15/2024,42,03/28/2024,Resignation,1,0
317920,Laborer Renewables,T,55089,02/22/2024,02/22/2024,85,05/17/2024,Resignation,1,0
317924,Contracts Specialist,A,55150,02/20/2024,02/20/2024,373,,,0,0
317942,Logistics Coordinator,A,55105,03/04/2024,03/04/2024,360,,,0,0
317947,Laborer Renewables,T,55094,02/19/2024,02/19/2024,271,11/16/2024,Lack of Work,0,0
317971,Laborer Renewables,T,55117,02/19/2024,10/28/2024,20,11/17/2024,Lack of Work,0,0
317990,Laborer Renewables,T,55094,02/19/2024,02/19/2024,37,03/27/2024,Policy Viol-Other,0,0
318018,Laborer Renewables,T,55094,03/12/2024,03/12/2024,107,06/27/2024,Excessive Absenteeism,0,1
318023,Laborer Renewables,T,55089,02/21/2024,02/21/2024,53,04/14/2024,Resignation,1,0
318026,Laborer Renewables,T,55109,02/21/2024,10/21/2024,35,11/25/2024,Lack of Work,0,0
318029,Laborer Renewables,T,55109,02/21/2024,10/21/2024,14,11/04/2024,Resignation,1,0
